META; english/premier-league/everton-v-stoke; 2017-06-15 14:15:11 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 4/6; 8/11; 4/6; 4/6; 13/20; 3/4; 4/6; ; 4/7; 8/13; 3/4; 7/10; 4/6; 3/4; 4/6; 5/7; 4/6; 4/6; 5/7; 19/25; 13/17; 13/18; 4/6; 13/18; ; 4/9; ; 
META; english/premier-league/everton-v-stoke; 2017-07-30 18:17:03 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 8/11; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-30 22:17:01 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 8/11; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-31 02:17:00 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-31 10:17:00 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-31 14:17:07 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 5/7; 18/25; 13/19; 11/17; 8/11; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 13/5; 27/10; 11/4; 45/17; 73/25; 37/13; 11/4; 14/5; ; ; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 39/10; 23/5; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-31 18:17:03 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; ; 18/25; 13/19; 11/17; 8/11; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; ; 73/25; 37/13; 11/4; 14/5; ; ; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; ; 23/5; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-31 22:17:07 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-01 02:17:01 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-01 10:17:04 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-01 14:17:07 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-01 18:17:04 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-01 22:17:02 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-02 02:16:57 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 27/10; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-02 10:16:58 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-02 14:17:04 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; ; 4/6; 18/25; 13/19; ; 8/11; ; 4/6; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; ; 27/10; 73/25; 37/13; ; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; ; 41/10; 23/5; 41/10; ; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-02 18:17:00 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 4/6; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 4; 4; 7/2; 4; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-02 22:16:58 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 4/6; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 4; 4; 7/2; 4; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-03 02:16:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 4/6; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 4; 4; 7/2; 4; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-03 10:16:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 4/6; ; 4/6; ; 
Draw; 13/5; 11/4; 11/4; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 19/5; 4; 7/2; 4; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 77/19; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-03 14:16:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 18/25; 13/19; 11/17; 8/11; ; 4/6; ; 4/6; ; 
Draw; 13/5; 11/4; 11/4; 13/5; 11/4; 14/5; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 19/5; 4; 7/2; 4; 4; 22/5; 9/2; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-03 18:16:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 3/4; 4/6; 4/6; 8/11; 3/4; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 7/10; 7/10; 4/6; 8/13; 5/7; 18/25; 13/19; 11/17; 8/11; ; 4/6; ; 4/6; ; 
Draw; 13/5; 11/4; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 11/4; 27/10; 14/5; 11/4; 27/10; 27/10; 11/4; 45/17; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 19/5; 19/5; 7/2; 4; 4; 21/5; 4; 22/5; 19/5; 4; 15/4; 4; 4; 15/4; 4; 4; 21/5; 39/10; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-03 22:16:11 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 3/4; 4/6; 4/6; 8/11; 3/4; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 7/10; 7/10; 4/6; 8/13; 5/7; 18/25; 13/19; 11/17; 8/11; ; 7/10; ; 4/6; ; 
Draw; 13/5; 11/4; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 11/4; 27/10; 14/5; 11/4; 27/10; 27/10; 11/4; 45/17; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 19/5; 19/5; 7/2; 4; 4; 21/5; 4; 22/5; 19/5; 4; 15/4; 4; 4; 15/4; 4; 4; 21/5; 50/13; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-04 02:15:13 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 3/4; 4/6; 4/6; 8/11; 3/4; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 7/10; 7/10; 4/6; 8/13; 5/7; 18/25; 13/19; 11/17; 8/11; ; 7/10; ; 4/6; ; 
Draw; 13/5; 11/4; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 11/4; 27/10; 14/5; 11/4; 27/10; 27/10; 11/4; 45/17; 73/25; 37/13; 11/4; 14/5; ; 11/4; ; 14/5; ; 
Stoke; 4; 19/5; 19/5; 7/2; 4; 4; 21/5; 4; 22/5; 19/5; 4; 15/4; 4; 4; 15/4; 4; 4; 21/5; 50/13; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-04 10:15:13 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 8/11; 3/4; 4/6; 4/6; 8/11; 3/4; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 7/10; 7/10; 4/6; 8/13; 5/7; 18/25; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 11/4; 27/10; 14/5; 11/4; 27/10; 27/10; 11/4; 45/17; 73/25; 37/13; 11/4; 11/4; ; ; ; 14/5; ; 
Stoke; 4; 18/5; 19/5; 7/2; 4; 4; 21/5; 4; 22/5; 19/5; 4; 15/4; 4; 4; 15/4; 4; 4; 21/5; 50/13; 23/5; 41/10; 43/10; 7/2; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-04 14:15:14 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 3/4; 3/4; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 7/10; 7/10; 4/6; 8/13; 5/7; 18/25; 13/19; 11/17; 3/4; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 11/4; 27/10; 14/5; 11/4; 27/10; 27/10; 11/4; 45/17; 73/25; 37/13; 11/4; 11/4; ; 11/4; ; 14/5; ; 
Stoke; 4; 19/5; 19/5; 7/2; 4; 4; 17/4; 4; 22/5; 19/5; 4; 15/4; 4; 4; 15/4; 4; 4; 21/5; 39/10; 23/5; 41/10; 43/10; 7/2; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-04 18:20:31 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 3/4; 3/4; 4/6; 7/10; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 8/11; 7/10; 4/6; 8/13; 9/13; 8/11; 13/19; 11/17; 3/4; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 14/5; 11/4; 11/4; 5/2; 13/5; 13/5; 27/10; 14/5; 13/5; 27/10; 27/10; 11/4; 13/5; 72/25; 37/13; 11/4; 11/4; ; 13/5; ; 14/5; ; 
Stoke; 17/4; 19/5; 4; 7/2; 9/2; 4; 17/4; 4; 22/5; 19/5; 4; 4; 4; 4; 17/4; 4; 4; 21/5; 77/19; 23/5; 41/10; 43/10; 15/4; ; 4; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-08-04 22:16:33 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 3/4; 3/4; 4/6; 7/10; 8/11; 3/4; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 8/11; 7/10; 4/6; 8/13; 9/13; 8/11; 13/19; 11/17; 3/4; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 13/5; 53/20; 14/5; 13/5; 27/10; 27/10; 11/4; 13/5; 72/25; 37/13; 11/4; 11/4; ; 13/5; ; 14/5; ; 
Stoke; 17/4; 19/5; 4; 7/2; 9/2; 4; 17/4; 4; 22/5; 19/5; 4; 4; 4; 4; 17/4; 4; 4; 21/5; 77/19; 23/5; 41/10; 43/10; 15/4; ; 4; ; 21/5; ; 
META; english/premier-league/everton-v-stoke; 2017-08-05 02:16:31 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 3/4; 3/4; 4/6; 7/10; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 8/11; 7/10; 4/6; 8/13; 9/13; 8/11; 13/19; 11/17; 3/4; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 14/5; 11/4; 11/4; 5/2; 13/5; 13/5; 53/20; 14/5; 13/5; 27/10; 27/10; 11/4; 13/5; 72/25; 37/13; 11/4; 11/4; ; 13/5; ; 14/5; ; 
Stoke; 17/4; 19/5; 4; 7/2; 9/2; 4; 17/4; 4; 22/5; 19/5; 4; 4; 4; 4; 17/4; 4; 4; 21/5; 77/19; 23/5; 41/10; 43/10; 15/4; ; 4; ; 21/5; ; 
META; english/premier-league/everton-v-stoke; 2017-08-05 10:16:35 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 3/4; 3/4; 4/6; 7/10; 8/11; 3/4; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 8/11; 7/10; 4/6; 8/13; 9/13; 8/11; 13/19; 11/17; 3/4; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 13/5; 53/20; 14/5; 13/5; 27/10; 27/10; 11/4; 13/5; 72/25; 37/13; 11/4; 11/4; ; 13/5; ; 14/5; ; 
Stoke; 17/4; 19/5; 4; 7/2; 9/2; 4; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 17/4; 4; 4; 21/5; 77/19; 23/5; 41/10; 43/10; 15/4; ; 4; ; 21/5; ; 
META; english/premier-league/everton-v-stoke; 2017-08-05 14:16:10 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 3/4; 3/4; 4/6; 7/10; 8/11; 3/4; 4/6; 11/17; 4/6; 4/6; 8/11; 4/6; 7/10; 8/11; 7/10; 4/6; 8/13; 9/13; 8/11; 13/19; 11/17; 3/4; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 13/5; 53/20; 14/5; 13/5; 27/10; 27/10; 11/4; 13/5; 72/25; 37/13; 11/4; 11/4; ; 13/5; ; 14/5; ; 
Stoke; 17/4; 19/5; 4; 7/2; 9/2; 4; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 17/4; 4; 4; 21/5; 77/19; 23/5; 41/10; 43/10; 15/4; ; 4; ; 21/5; ; 
META; english/premier-league/everton-v-stoke; 2017-08-05 18:16:35 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 3/4; 3/4; 4/6; 7/10; 8/11; ; 4/6; 11/17; 8/11; 7/10; 8/11; 4/6; 7/10; 8/11; 7/10; 4/6; 8/13; 9/13; 8/11; 13/19; 11/17; 3/4; ; 7/10; ; 4/6; ; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 53/20; 14/5; 13/5; 27/10; 27/10; 11/4; 45/17; 72/25; 37/13; 11/4; 11/4; ; 13/5; ; 14/5; ; 
